@relation R_data_frame

@attribute chou_fasman numeric
@attribute emini numeric
@attribute kolaskar_tongaonkar numeric
@attribute parker numeric
@attribute isoelectric_point numeric
@attribute aromaticity numeric
@attribute hydrophobicity numeric
@attribute stability numeric
@attribute target {Non-promoting,Promoting}

@data
1.102,0.099,1.022,2.987,5.305847,0.09434,-0.533693,42.64938,Non-promoting
0.901,0.486,0.972,1.98,5.305847,0.09434,-0.533693,42.64938,Non-promoting
0.912,5.588,0.944,2.707,5.305847,0.09434,-0.533693,42.64938,Non-promoting
0.945,0.679,0.988,1.4,5.305847,0.09434,-0.533693,42.64938,Non-promoting
0.87,0.12,1.055,0.653,5.305847,0.09434,-0.533693,42.64938,Non-promoting
1.103,2.183,0.983,3.367,5.305847,0.09434,-0.533693,42.64938,Non-promoting
0.982,1.147,0.96,2.707,5.305847,0.09434,-0.533693,42.64938,Non-promoting
0.968,5.236,0.92,2.567,5.305847,0.09434,-0.533693,42.64938,Non-promoting
1.026,0.869,1.03,1.227,5.305847,0.09434,-0.533693,42.64938,Non-promoting
1.156,0.223,1.042,4.007,6.556335,0.108639,0.068325,41.044673,Promoting
0.944,0.506,1.016,1.14,6.556335,0.108639,0.068325,41.044673,Non-promoting
1.059,0.385,1.048,2.32,7.540833,0.102828,0.052699,20.647841,Promoting
0.921,0.238,1.058,0.68,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.023,0.137,1.042,-0.46,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.212,1.108,0.903,3.867,5.879333,0.13141,-0.544231,20.725321,Promoting
1.101,0.34,1.03,1.74,5.879333,0.13141,-0.544231,20.725321,Promoting
1.219,1.871,0.914,5.593,5.879333,0.13141,-0.544231,20.725321,Promoting
0.969,5,0.958,2.947,5.879333,0.13141,-0.544231,20.725321,Promoting
1.052,0.448,1.016,0.407,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.214,0.344,0.975,4.787,5.879333,0.13141,-0.544231,20.725321,Promoting
1.148,3.589,0.911,3.88,5.879333,0.13141,-0.544231,20.725321,Promoting
1.099,1.006,0.974,2.507,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.029,0.942,0.999,1.587,5.879333,0.13141,-0.544231,20.725321,Promoting
1.028,1.236,0.983,2.187,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.137,0.36,0.975,3.62,5.879333,0.13141,-0.544231,20.725321,Non-promoting
0.965,0.526,1.001,0.587,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.094,0.171,1.02,2.327,5.879333,0.13141,-0.544231,20.725321,Promoting
1.091,1.449,0.995,3.113,5.879333,0.13141,-0.544231,20.725321,Promoting
1.015,0.177,1.023,-0.207,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.042,0.192,1.035,1.76,5.879333,0.13141,-0.544231,20.725321,Promoting
0.992,0.082,1.041,1.453,5.879333,0.13141,-0.544231,20.725321,Non-promoting
0.857,0.017,1.062,-0.167,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.022,0.417,1.019,1.093,5.879333,0.13141,-0.544231,20.725321,Non-promoting
0.975,0.197,1.015,0.767,5.879333,0.13141,-0.544231,20.725321,Non-promoting
0.951,1.715,0.977,2.633,5.879333,0.13141,-0.544231,20.725321,Non-promoting
0.831,0.055,1.056,-0.38,5.879333,0.13141,-0.544231,20.725321,Non-promoting
0.997,0.47,1.003,1.027,5.879333,0.13141,-0.544231,20.725321,Non-promoting
0.955,0.216,1.013,-0.24,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.147,4.238,0.884,3.253,5.879333,0.13141,-0.544231,20.725321,Promoting
1.17,3.659,0.958,4.407,5.879333,0.13141,-0.544231,20.725321,Promoting
1.061,0.126,1.014,2.087,5.879333,0.13141,-0.544231,20.725321,Promoting
1.033,0.27,1.026,-0.28,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.002,2.756,0.965,2.68,5.879333,0.13141,-0.544231,20.725321,Promoting
1.058,5.226,0.976,2.867,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.091,1.852,0.983,3.213,5.879333,0.13141,-0.544231,20.725321,Non-promoting
0.975,0.215,1.029,-0.393,5.879333,0.13141,-0.544231,20.725321,Non-promoting
0.951,0.241,1.032,0.42,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.005,0.902,0.961,2.653,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.141,1.42,0.995,4.22,5.879333,0.13141,-0.544231,20.725321,Promoting
0.995,0.817,0.996,1.52,5.879333,0.13141,-0.544231,20.725321,Promoting
0.979,0.182,0.999,2.307,5.879333,0.13141,-0.544231,20.725321,Promoting
1.007,0.97,1.003,2.42,5.879333,0.13141,-0.544231,20.725321,Non-promoting
0.986,0.344,1.018,0.913,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.023,0.374,1.023,1.113,5.879333,0.13141,-0.544231,20.725321,Non-promoting
0.965,0.205,1.027,0.073,5.879333,0.13141,-0.544231,20.725321,Non-promoting
1.16,0.751,0.991,4.4,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.963,0.447,0.961,2.833,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.054,2.438,1.019,3.647,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.99,0.058,1.043,2.273,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.163,1.033,0.987,4.547,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.307,0.628,0.96,3.527,4.978699,0.069012,-0.691475,50.310839,Promoting
1.035,0.439,0.993,3.353,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.962,1.95,0.969,2.74,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.182,5.651,0.939,5.993,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.179,7.143,0.901,6.46,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.067,0.556,1.011,3.6,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.121,1.837,0.972,4.78,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.901,0.022,1.074,-0.607,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.07,9.074,0.966,5.62,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.139,6.322,0.928,6.34,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.348,5.058,0.935,6.847,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.076,0.289,1.043,3.547,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.198,1.476,0.967,4.527,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.933,0.077,1.036,1.6,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.153,4.711,0.934,6.313,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.181,2.377,0.955,5.013,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.948,1.823,0.946,2.527,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.979,0.56,0.991,1.593,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.884,0.692,1.002,1.5,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.007,0.354,1.007,0.72,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.089,2.782,1.001,2.287,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.309,0.809,0.955,4.173,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.972,0.105,1.063,0.327,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.155,0.954,0.954,4.907,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.997,0.375,0.995,2.447,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.035,0.455,0.995,0.607,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.958,0.077,1.061,1.273,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.005,0.205,1.038,1.487,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.996,0.095,1.04,3.207,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.887,0.213,1.059,0.387,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.021,0.189,1,2.44,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.973,0.514,1.025,2.727,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.202,2.779,0.966,5.493,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.038,0.719,1.002,2.873,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.075,0.702,0.984,3.16,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.323,2.457,0.929,5.947,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.063,1.109,0.944,4.98,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.902,0.043,1.099,0.093,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.9,0.104,1.017,2.4,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.084,0.312,1.016,2.94,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.034,1.049,0.981,3.413,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.055,9.772,0.97,5.413,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.933,0.61,0.982,1.373,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.925,0.768,1.016,1.98,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.075,2.753,0.956,4.773,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.903,0.451,1.018,1.9,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.927,0.685,1.004,1.427,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.763,0.013,1.07,-0.327,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.96,0.121,1.043,1.173,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.168,3.619,0.916,6.353,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.071,0.912,0.998,3.293,4.978699,0.069012,-0.691475,50.310839,Promoting
0.948,0.047,1.055,0.447,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.993,0.14,1.036,1.513,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.769,0.302,1.015,1.1,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.947,0.109,1.021,1.987,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.009,0.328,0.984,0.987,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.999,0.29,0.981,2.373,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.017,0.157,1.009,1.62,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.898,0.301,0.998,0.733,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.031,0.053,1.015,2.767,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.949,0.994,0.973,2.647,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.077,0.232,1.041,2.247,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.286,2.536,0.97,5.06,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.044,1.869,0.991,2.307,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.966,0.314,1.034,0.507,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.039,0.405,1.021,2.373,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.99,2.116,0.922,2.88,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.053,10.152,0.959,6.087,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.995,0.29,0.982,1.227,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.149,0.444,0.977,2.633,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.235,2.125,0.967,4.78,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.067,3.684,1.015,3.68,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.071,2.197,0.937,5.053,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.904,0.089,1.1,0.567,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.956,0.634,1.03,2.313,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.102,8.17,0.951,6.327,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.122,1.246,1.013,3.167,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.832,0.029,1.074,0.333,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.887,1.576,0.987,2.867,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.957,0.117,1.069,0.113,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.83,0.093,1.047,0.633,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.054,0.402,1.034,1.68,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.912,0.397,1.054,1.46,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.143,1.573,0.945,3.587,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.979,0.158,1.038,0.293,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.197,4.42,0.937,5.84,4.978699,0.069012,-0.691475,50.310839,Promoting
0.921,0.518,1.002,2.967,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.223,1.901,0.942,4.747,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.111,3.128,0.967,4.66,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.987,0.084,1.044,1.173,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.086,0.145,0.988,2.18,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.973,0.117,1.019,1.34,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.224,0.986,0.987,4.313,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.138,3.107,0.97,4.827,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.963,0.285,1.011,1.907,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.109,0.334,1.04,3.867,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.178,0.945,0.962,3.913,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.299,4.413,0.916,6,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.861,0.781,0.946,2.753,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.167,0.123,1.048,3.087,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.083,0.486,1.066,2.433,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.267,0.591,0.976,4.02,4.978699,0.069012,-0.691475,50.310839,Promoting
1.091,0.496,1.047,2.44,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.045,0.731,0.969,2.713,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.878,0.22,1.042,1.487,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.156,0.908,1.007,3.633,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.951,0.111,1.052,1.46,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.885,0.089,1.086,-0.5,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.976,0.073,1.054,1.38,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.991,0.121,1.041,0.147,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.159,0.296,1.051,3.693,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.034,0.55,0.976,1.9,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.275,0.661,0.973,3.46,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.189,0.934,0.972,3.567,4.978699,0.069012,-0.691475,50.310839,Non-promoting
0.915,0.102,1.015,-1.247,4.978699,0.069012,-0.691475,50.310839,Non-promoting
1.325,0.475,0.978,3.013,5.718933,0.071295,-0.190056,34.849362,Non-promoting
1.023,0.636,0.949,3.387,9.869202,0.038095,-0.929524,53.02,Promoting
0.828,1.177,1.027,0.413,8.344177,0.061069,0.333588,42.199237,Promoting
1.087,1.355,0.983,3.633,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.007,0.081,1.071,2.78,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.947,0.343,1.025,1.313,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.77,0.202,1.086,0.333,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.943,0.128,1.073,2.407,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.867,0.025,1.161,1.42,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.031,0.539,1.033,1.7,4.971985,0.087859,-0.101438,47.00623,Promoting
1.011,0.158,1.084,0.693,4.971985,0.087859,-0.101438,47.00623,Promoting
1.09,0.62,1.026,1.273,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.992,0.38,1.083,1.253,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.145,0.182,1.054,2.753,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.889,0.127,1.091,-0.54,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.983,0.372,1.078,0.993,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.994,4.682,0.981,3.82,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.944,0.213,1.078,-0.26,4.971985,0.087859,-0.101438,47.00623,Promoting
1.143,1.641,1.033,2.507,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.947,0.498,1.064,1.453,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.895,0.749,1.042,1.253,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.142,2.316,1.063,0.713,4.971985,0.087859,-0.101438,47.00623,Promoting
1.061,0.524,1,0.88,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.947,0.106,1.019,0.16,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.005,1.058,0.98,3.08,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.09,0.096,0.987,0.24,4.971985,0.087859,-0.101438,47.00623,Promoting
1.071,0.314,1.031,0.627,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.965,0.715,1.01,1.82,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.787,0.146,1.074,0.333,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.064,0.304,1.039,2.68,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.94,0.203,1.055,0.68,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.853,1.044,1.047,1.267,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.979,1.197,1.09,1.24,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.049,0.515,1.048,1.16,4.971985,0.087859,-0.101438,47.00623,Promoting
1.056,0.933,1.006,1.28,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.113,0.144,1.067,-0.173,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.869,0.468,1.057,1.293,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.987,0.04,1.09,-1.247,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.038,0.53,1.049,0.267,4.971985,0.087859,-0.101438,47.00623,Promoting
0.861,0.171,1.091,1.213,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.065,0.31,1.066,1.8,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.956,0.064,1.033,-1.527,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.986,0.154,1.088,-0.133,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.166,4.852,1.008,3.327,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.843,0.262,1.018,0.433,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.741,0.013,1.065,-4.833,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.058,0.16,0.96,0.42,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.135,0.562,1,2.787,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.002,0.211,1.069,1.567,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.983,1.065,0.994,2.2,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.23,1.778,0.988,3.847,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.169,0.693,0.991,1.793,4.971985,0.087859,-0.101438,47.00623,Promoting
0.82,0.225,1.07,-0.74,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.014,0.387,1.062,1.287,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.025,0.581,1.023,1.073,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.069,10.623,0.976,3.98,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.954,0.446,1.057,1.313,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.927,0.662,1.029,1.293,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.971,0.592,1.047,1.02,4.971985,0.087859,-0.101438,47.00623,Promoting
1.067,0.731,0.996,1.327,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.997,1.305,1.043,2.493,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.916,0.229,1.057,0.22,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.097,5.463,0.97,4.1,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.112,0.813,1.001,0.92,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.105,2.681,0.988,3.487,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.872,0.48,1.072,0.707,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.004,0.109,1.108,0.133,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.806,0.047,1.113,-1.987,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.763,1.197,1.023,1.58,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.019,2.174,0.998,1.927,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.041,0.167,1.124,2.093,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.795,0.036,1.14,-0.68,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.913,0.627,1.062,1.747,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.666,0.001,1.191,-2.78,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.139,1.241,1.056,0.393,4.971985,0.087859,-0.101438,47.00623,Promoting
0.889,0.115,1.039,1.76,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.893,0.215,1.072,0.387,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.883,0.081,1.042,1.733,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.904,0.084,1.124,2,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.022,0.531,1.026,2.847,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.067,0.291,1.072,2.107,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.073,0.148,1.089,1.013,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.963,0.202,1.065,2.32,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.988,0.544,1.079,1.347,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.819,0.017,1.096,-1.247,4.971985,0.087859,-0.101438,47.00623,Non-promoting
0.94,0.394,1.03,1.653,4.971985,0.087859,-0.101438,47.00623,Promoting
0.994,3.405,0.982,2.34,4.971985,0.087859,-0.101438,47.00623,Non-promoting
1.129,1.369,1.009,0.953,4.971985,0.087859,-0.101438,47.00623,Promoting
1.032,1.692,0.967,2.833,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.124,0.248,1.031,1.827,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.083,0.063,1.067,1.28,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.148,0.679,1.081,2.52,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.035,5.3,1.015,2.267,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.063,0.087,1.077,1.933,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.103,1.165,0.952,1.873,6.305237,0.085,-0.2235,31.60705,Promoting
1.045,0.226,0.974,1.827,6.305237,0.085,-0.2235,31.60705,Promoting
0.99,0.98,1.015,2.447,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.975,0.686,1.005,2.073,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.121,0.211,1.005,1.74,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.022,1.36,1.03,1.567,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.963,0.506,1.019,1.473,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.889,0.322,1.057,0.667,6.305237,0.085,-0.2235,31.60705,Promoting
0.903,0.82,1.007,0.013,6.305237,0.085,-0.2235,31.60705,Promoting
0.873,0.228,1.101,0.433,6.305237,0.085,-0.2235,31.60705,Promoting
0.959,0.162,1.059,-1.253,6.305237,0.085,-0.2235,31.60705,Promoting
1.136,0.233,1.04,2.287,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.952,0.674,1.003,1.52,6.305237,0.085,-0.2235,31.60705,Promoting
1.04,0.027,1.126,0.32,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.839,0.385,1.058,0.44,6.305237,0.085,-0.2235,31.60705,Promoting
1.122,0.235,1.016,1.54,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.107,0.909,1.013,1.487,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.899,0.226,1.053,0.633,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.944,0.276,1.027,-0.173,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.969,0.168,1.046,-1.053,6.305237,0.085,-0.2235,31.60705,Promoting
1.009,6.341,1.029,1.707,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.062,1.245,1.044,2.527,6.305237,0.085,-0.2235,31.60705,Promoting
0.786,0.152,1.061,-0.367,6.305237,0.085,-0.2235,31.60705,Promoting
0.816,0.14,1.082,-0.333,6.305237,0.085,-0.2235,31.60705,Promoting
1.031,4.057,0.973,2.553,6.305237,0.085,-0.2235,31.60705,Promoting
1.081,0.706,1.007,2.407,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.863,0.084,1.049,-0.247,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.883,1.528,0.995,0.087,6.305237,0.085,-0.2235,31.60705,Promoting
0.925,0.422,1.034,0.573,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.971,1.284,1.031,0.353,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.029,2.869,0.939,1.593,6.305237,0.085,-0.2235,31.60705,Promoting
1.061,0.219,1.065,2.847,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.942,2.279,0.972,1.433,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.951,0.266,1.021,-0.373,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.093,0.461,1.024,3.167,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.912,0.982,1.005,1.487,6.305237,0.085,-0.2235,31.60705,Promoting
1.015,1.507,0.985,3.213,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.206,1.017,1.03,3.353,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.151,4.284,1.029,2.893,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.896,0.123,1.037,0.113,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.884,0.154,1.043,-1.573,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.933,0.811,1.024,0.847,6.305237,0.085,-0.2235,31.60705,Promoting
0.922,0.495,1.06,0.04,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.989,2.6,0.948,2.727,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.219,3.664,1.012,4.233,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.137,0.281,1.051,1.06,6.305237,0.085,-0.2235,31.60705,Non-promoting
1.084,1.537,0.996,3.633,6.305237,0.085,-0.2235,31.60705,Non-promoting
0.936,0.238,1.011,1.3,6.305237,0.085,-0.2235,31.60705,Promoting
0.981,0.736,1.011,1.16,6.305237,0.085,-0.2235,31.60705,Non-promoting
